Class Name,Instructor,Price,Start Date,End Date,Start Time,End Time,Class Type,Description,Categories,Location,Room,Max Seats,Min Seats,Length in Weeks,Days of Week,Image URL,Featured,Kids Class,Register Online,Continuous Enrollment,Canceled,Receipt Custom Text,Reminder Custom Text,Visibility,Registrants,Waiting List
"7/15-7/19, Acorns: Green Thumb",Acorns Instructor Team,$220.00 ,07/15/2024,07/19/2024,8:00 am,3:00 pm,Summer Day Camp,"<p><strong>Week 6: July 15-19</strong></p>
<p><strong>Ages: 5-7</strong></p>
<p>We get our hands in the dirt this week to discover just how complex growing plants can be. Soil, pollinators, compost&hellip; there is so much to discover! We will watch a bean plant attempt a maze, create a wormery, and of course, campers will come home with their own planted seeds, ready to germinate!</p>
<p>Lunch, two snacks, a T-shirt and all necessary materials are included.&nbsp; Campers will need to bring their own water bottle, sunscreen, bug spray, and a change of clothes/shoes.</p>",Allerton Summer Day Camp > Acorns 5-7yrs,Tent in Meadow,,20,,1,"Mon, Tue, Wed, Thu, Fri",https://s3.amazonaws.com/coursestorm/live/media/2dc06610b8b211ee8594124fe3d8eb6f,Yes,Yes,Yes,No,No,,,Public,11,0
"7/15-7/19, Adventurers: Green Thumb",Adventurers Instructor Team,$220.00 ,07/15/2024,07/19/2024,8:00 am,3:00 pm,Summer Day Camp,"<p><strong>Week 6: July 15-19</strong></p>
<p><strong>Ages: 8-12</strong></p>
<p>We get our hands in the dirt this week to discover just how complex growing plants can be. Soil, pollinators, compost&hellip; there is so much to discover! We will watch a bean plant attempt a maze, create a wormery, and of course, campers will come home with their own planted seeds, ready to germinate!</p>
<p>Lunch, two snacks, a T-shirt and all necessary materials are included.&nbsp; Campers will need to bring their own water bottle, sunscreen, bug spray, and a change of clothes/shoes.</p>
<p>Adventurers also have the opportunity to go to the Monticello Family Aquatic Center twice a week.&nbsp; Rider intake forms and payment directly to Piattran are required for pool transportation.&nbsp; Pool entrance is included in camp registration fees.</p>",Allerton Summer Day Camp > Adventurers 8-11yrs,Tent in Meadow,,20,,1,"Mon, Tue, Wed, Thu, Fri",https://s3.amazonaws.com/coursestorm/live/media/72b5a7ecb8b211ee8594124fe3d8eb6f,No,Yes,Yes,No,No,,,Public,17,0
"7/22-7/26, Acorns: Water Week",Acorns Instructor Team,$220.00 ,07/22/2024,07/26/2024,8:00 am,3:00 pm,Summer Day Camp,"<p><strong>Week 7: July 22-26</strong></p>
<p><strong>Ages: 5-7</strong></p>
<p>There are so many different ways to experience water at Allerton &ndash; the Sangamon River, the Reflecting Pond, a water balloon to catch&hellip; This week we celebrate water!&nbsp; It brings wildlife diversity to the Park and brings fun to camp. We will be playing games, learning, and tracking down every sprinkler we can find!</p>
<p>Lunch, two snacks, a T-shirt and all necessary materials are included.&nbsp; Campers will need to bring their own water bottle, sunscreen, bug spray, and a change of clothes/shoes.</p>",Allerton Summer Day Camp > Acorns 5-7yrs,Tent in Meadow,,20,,1,"Mon, Tue, Wed, Thu, Fri",https://s3.amazonaws.com/coursestorm/live/media/d1dcbbb5cf7111eea1b51294bcaa2309,No,Yes,Yes,No,No,,,Public,19,1
"7/22-7/26, Adventurers: Water Week",Adventurers Instructor Team,$220.00 ,07/22/2024,07/26/2024,8:00 am,3:00 pm,Summer Day Camp,"<p><strong>Week 7: July 22-26</strong></p>
<p><strong>Ages: 8-12</strong></p>
<p>There are so many different ways to experience water at Allerton &ndash; the Sangamon River, the Reflecting Pond, a water balloon to catch&hellip; This week we celebrate water!&nbsp; It brings wildlife diversity to the Park and brings fun to camp. We will be playing games, learning, and tracking down every sprinkler we can find!</p>
<p>Lunch, two snacks, a T-shirt and all necessary materials are included.&nbsp; Campers will need to bring their own water bottle, sunscreen, bug spray, and a change of clothes/shoes.</p>
<p>Adventurers also have the opportunity to go to the Monticello Family Aquatic Center twice a week.&nbsp; Rider intake forms and payment directly to Piattran are required for pool transportation.&nbsp; Pool entrance is included in camp registration fees.</p>",Allerton Summer Day Camp > Adventurers 8-11yrs,Tent in Meadow,,21,,1,"Mon, Tue, Wed, Thu, Fri",https://s3.amazonaws.com/coursestorm/live/media/2463b526cf7211eea1b51294bcaa2309,No,Yes,Yes,No,No,,,Public,20,1
"7/29-8/2, Acorns: Summer Olympics",Acorns Instructor Team,$220.00 ,07/29/2024,08/02/2024,8:00 am,3:00 pm,Summer Day Camp,"<p><strong>Week 8: July 29-Aug 2</strong></p>
<p><strong>Ages: 5-7</strong></p>
<p>Campers, ready your flag! This week will be filled with exciting games and activities. Whether your camper is a natural competitor or a natural spectator, all will have fun at this active week of camp that includes silly copies of some favorite Olympic events!</p>
<p>Lunch, two snacks, a T-shirt and all necessary materials are included.&nbsp; Campers will need to bring their own water bottle, sunscreen, bug spray, and a change of clothes/shoes.</p>",Allerton Summer Day Camp > Acorns 5-7yrs,Tent in Meadow,,20,,1,"Mon, Tue, Wed, Thu, Fri",https://s3.amazonaws.com/coursestorm/live/media/5813577eb8b311ee8594124fe3d8eb6f,No,Yes,Yes,No,No,,,Public,9,0
"7/29-8/2, Adventurers: Summer Olympics",Adventurers Instructor Team,$220.00 ,07/29/2024,08/02/2024,8:00 am,3:00 pm,Summer Day Camp,"<p><strong>Week 8: July 29-Aug 2</strong></p>
<p><strong>Ages: 8-12</strong></p>
<p>Campers, ready your flag! This week will be filled with exciting games and activities. Whether your camper is a natural competitor or a natural spectator, all will have fun at this active week of camp that includes silly copies of some favorite Olympic events!</p>
<p>Lunch, two snacks, a T-shirt and all necessary materials are included.&nbsp; Campers will need to bring their own water bottle, sunscreen, bug spray, and a change of clothes/shoes.</p>
<p>Adventurers also have the opportunity to go to the Monticello Family Aquatic Center twice a week.&nbsp; Rider intake forms and payment directly to Piattran are required for pool transportation.&nbsp; Pool entrance is included in camp registration fees.</p>",Allerton Summer Day Camp > Adventurers 8-11yrs,Tent in Meadow,,20,,1,"Mon, Tue, Wed, Thu, Fri",https://s3.amazonaws.com/coursestorm/live/media/8eaf6191b8b311ee8594124fe3d8eb6f,No,Yes,Yes,No,No,,,Public,20,3
"7/8-7/12, Acorns: Surviving Outdoors",Acorns Instructor Team,$220.00 ,07/08/2024,07/12/2024,8:00 am,3:00 pm,Summer Day Camp,"<p><strong>Week 5: July 8-12</strong></p>
<p><strong>Ages: 5-7</strong></p>
<p>Think you could survive on your own like Bear Grylls? We&rsquo;ll learn how this week! Campers will learn skills such as how to navigate outdoors (without GPS), read the weather, and prepare our own campsite. Be prepared to welcome a survival expert back home!</p>
<p>Lunch, two snacks, a T-shirt and all necessary materials are included.&nbsp; Campers will need to bring their own water bottle, sunscreen, bug spray, and a change of clothes/shoes.</p>",Allerton Summer Day Camp > Acorns 5-7yrs,Tent in Meadow,,21,,1,"Mon, Tue, Wed, Thu, Fri",https://s3.amazonaws.com/coursestorm/live/media/b5940ffecf7111eea1b51294bcaa2309,No,Yes,Yes,No,No,,,Public,21,2
"7/8-7/12, Adventurers: Surviving Outdoors",Adventurers Instructor Team,$220.00 ,07/08/2024,07/12/2024,8:00 am,3:00 pm,Summer Day Camp,"<p><strong>Week 5: July 8-12</strong></p>
<p><strong>Ages: 8-12</strong></p>
<p>Think you could survive on your own like Bear Grylls? We&rsquo;ll learn how this week! Campers will learn skills such as how to navigate outdoors (without GPS), read the weather, and prepare our own campsite. Be prepared to welcome a survival expert back home!</p>
<p>Lunch, two snacks, a T-shirt and all necessary materials are included.&nbsp; Campers will need to bring their own water bottle, sunscreen, bug spray, and a change of clothes/shoes.</p>
<p>Adventurers also have the opportunity to go to the Monticello Family Aquatic Center twice a week.&nbsp; Rider intake forms and payment directly to Piattran are required for pool transportation.&nbsp; Pool entrance is included in camp registration fees.</p>",Allerton Summer Day Camp > Adventurers 8-11yrs,Tent in Meadow,,20,,1,"Mon, Tue, Wed, Thu, Fri",https://s3.amazonaws.com/coursestorm/live/media/13f0b7e9cf7211eea1b51294bcaa2309,No,Yes,Yes,No,No,,,Public,20,7
Backpacking for Beginners,Kelly Tang,$75.00 ,06/22/2024,,9:00 am,12:00 pm,Regular Class,"<p><strong>Experience Level: Beginner</strong></p>
<p>Experience the outdoors in a new and exciting way at <strong>Backpacking for Beginners from 9 a.m. to 12 p.m. Saturday, June 22 in&nbsp;<a href=""https://allerton.illinois.edu/the-gardens-map/?location=studio"">The Studio</a> and outdoors.</strong></p>
<p>Backpacking is an extremely rewarding activity that requires skill, knowledge, preparation and physical conditioning. In this class, Kelly Tang will cover what equipment to use, route planning, safety and more. You will emerge from this session with the knowledge and desire to start your backpacking journey. This class will include an outdoor, hands-on portion (weather permitting).</p>
<p><strong>$75/person. Register by June 15.</strong> All sales are final.</p>
<p>If you will need disability-related accommodations to participate, please email <a href=""mailto:owarren@illinois.edu"">owarren@illinois.edu</a>.</p>
<p><strong>About the instructor</strong></p>
<p>Growing up in Chicago, Kelly Tang lacked outdoor experiences as a youth. But as an adult, she embarked on a journey to explore outdoor recreation. A transformative camping experience in the Boundary Waters ignited her passion for camping and backpacking, leading her to seek out pristine and untouched natural settings.</p>",The Farms: An Allerton Folk School > Outdoor Education,The Studio,,20,8,,,https://s3.amazonaws.com/coursestorm/live/media/3a18198ddbda11eeac920affd70477b9,No,No,Yes,No,No,,,Public,8,0
Beaded Jewelry,Billie Theide,$80.00 ,07/06/2024,,12:00 pm,4:00 pm,Regular Class,"<p><strong>Experience Level: Beginner</strong></p>
<p>Learn to work with 11/0 glass seed beads at <strong>Beaded Jewelry from 12 to 4 p.m. Saturday, July 6 in <a href=""https://allerton.illinois.edu/the-gardens-map/?location=studio"">The Studio</a>.</strong> In this workshop led by Billie Theide, participants will focus on making a pair of beaded earrings. The same techniques can be applied to jewelry that functions as brooches, bracelets and necklaces. Participants will explore design process and color theory strategies. A variety of techniques and finishes will be presented and students will receive a folder of printed handouts.</p>
<p><strong>$80/person. Register by June 29.</strong> All sales are final.</p>
<p>If you will need disability-related accommodations to participate, please email <a href=""mailto:owarren@illinois.edu"">owarren@illinois.edu</a>.</p>
<p><strong>About the instructor</strong></p>
<p>Billie Theide is a former chair of the Crafts Program at the University of Illinois Urbana-Champaign, where she was a Professor Emerita. Theide is a metalsmith, jeweler and ceramicist. Her work is in public art collections around the world including the Smithsonian, Museum of Arts &amp; Design in New York City, Nelson Atkins Museum of Art in Kansas City and the Racine Art Museum, among others.</p>",The Farms: An Allerton Folk School > Art,The Studio,,12,4,,,https://s3.amazonaws.com/coursestorm/live/media/4b414abcdcbd11eea84c1248f0575a5d,No,No,Yes,No,No,,,Public,12,2
Bee Hive Observation (full series),Maggie Wachter,$90.00 ,06/02/2024,,1:00 pm,3:00 pm,Regular Class,"<p>Join us on a bi-monthly basis as we observe how honey bees manage hive activity during the summer at <strong>Bee Hive Observation on June 2 &amp; 15, July 7 &amp; 21 and Aug. 4.*</strong> Classes will include an overview of seasonal influences, followed by a peek inside the hives to observe honey bees at work. Traditional and Flow Hives will be discussed.</p>
<p>Participants should wear long sleeves and pants, loose-fitting garments and no open shoes. You should also bring a protective bee veil and unscented rubber gloves.</p>
<p><strong>$90/person for the entire series or $20/class. Register here for the entire series by May 31 or two days before each individual class.*</strong> All sales are final.</p>
<p>If you will need disability-related accommodations to participate, please email Olivia Bunting at&nbsp;owarren@illinois.edu.</p>
<p><strong>*Individual class links:</strong></p>
<p>&mdash; Sunday, June 2, 1-3 p.m. in The Studio <br />&mdash; Saturday, June 15, 2:30-4:30 p.m. in The Studio <br />&mdash; Sunday, July 7: 1-3 p.m. in the Greenhouse Auditorium <br />&mdash; Sunday, July 21, 1-3 p.m. in The Studio <br />&mdash; Sunday, Aug. 4, 1-3 p.m. in The Studio</p>
<p><strong>About the instructor</strong></p>
<p>When Maggie Wachter began her social work degree at the University of Illinois in 2008, she had no idea that she would become a beekeeper. As for honey, she kept a single jar in the back of her kitchen cabinet for recipes. Today she is a master beekeeper who never eats sugar.</p>
<p>Maggie received her first hive as a gift in 2008. By 2010, she was enrolled in the Master Beekeeper course at the University of Florida. From there, things happened quickly to turn her life around. In 2012, she started teaching beekeeping for Parkland Community Education and today she is a beekeeping teacher, honey judge, mead maker and master beekeeper.</p>
<p>She has also participated in honeybee research at the University of Illinois and the USDA.</p>
<p><strong>About The Farms</strong></p>
<p>The Farms: An Allerton Folk School, offers&nbsp;classes, workshops, and gatherings&nbsp;focusing on&nbsp;art, wellness, outdoor education, storytelling, and science.&nbsp;All experiences value hands-on, experiential teaching and learning, and are facilitated by and for the members of the community.</p>
<p>See the complete&nbsp;summer session&nbsp;here.</p>",The Farms: An Allerton Folk School > Outdoor Education,The Studio,,8,,9,Sun,https://s3.amazonaws.com/coursestorm/live/media/99224ee9fc2f11eeacc21262e3cb1fd3,No,No,Yes,No,No,,,Public,4,0
Bee Hive Observation 6/15,Maggie Wachter,$20.00 ,06/15/2024,,2:30 pm,4:30 pm,Regular Class,"<p>Join us on a bi-monthly basis as we observe how honey bees manage hive activity during the summer at <strong>Bee Hive Observation&nbsp;on June 2 &amp; 15, July 7 &amp; 21 and Aug. 4.*</strong> Classes will include an overview of seasonal influences, followed by a peek inside the hives to observe honey bees at work. Traditional and Flow Hives will be discussed.</p>
<p>Participants should wear long sleeves and pants, loose-fitting garments and no open shoes. You should also bring a protective bee veil and unscented rubber gloves.</p>
<p><strong>$90/person for the entire series or $20/class. Register here for the entire series by May 31 or two days before each individual class.*</strong> All sales are final.</p>
<p>If you will need disability-related accommodations to participate, please email Olivia Bunting at&nbsp;owarren@illinois.edu.</p>
<p>&mdash; Sunday, June 2, 1-3 p.m. in The Studio <br />&mdash; Saturday, June 15, 2:30-4:30 p.m. in The Studio <br />&mdash; Sunday, July 7: 1-3 p.m. in the Greenhouse Auditorium <br />&mdash; Sunday, July 21, 1-3 p.m. in The Studio <br />&mdash; Sunday, Aug. 4, 1-3 p.m. in The Studio</p>
<p><strong>About the instructor</strong></p>
<p>When Maggie Wachter began her social work degree at the University of Illinois in 2008, she had no idea that she would become a beekeeper. As for honey, she kept a single jar in the back of her kitchen cabinet for recipes. Today she is a master beekeeper who never eats sugar.</p>
<p>Maggie received her first hive as a gift in 2008. By 2010, she was enrolled in the Master Beekeeper course at the University of Florida. From there, things happened quickly to turn her life around. In 2012, she started teaching beekeeping for Parkland Community Education and today she is a beekeeping teacher, honey judge, mead maker and master beekeeper.</p>
<p>She has also participated in honeybee research at the University of Illinois and the USDA.</p>
<p><strong>About The Farms</strong></p>
<p>The Farms: An Allerton Folk School, offers&nbsp;classes, workshops, and gatherings&nbsp;focusing on&nbsp;art, wellness, outdoor education, storytelling, and science.&nbsp;All experiences value hands-on, experiential teaching and learning, and are facilitated by and for the members of the community.</p>
<p>See the complete&nbsp;summer session&nbsp;here.</p>",The Farms: An Allerton Folk School > Outdoor Education,The Studio,,8,,,,https://s3.amazonaws.com/coursestorm/live/media/99224ee9fc2f11eeacc21262e3cb1fd3,No,No,Yes,No,No,,,Public,2,0
