respondent_id,source_file,survey_version,course_name,attendance_date,satisfaction_rating,satisfaction_label,satisfaction_comment,learning_rating,recommend_rating,instructor_rating,additional_learning,course_suggestions,general_suggestions,testimonial,marketing_channels,marketing_channel_count,race_ethnicity,hispanic_latino,gender_identity,age_group,city_residence
234587_0065,234587,B,Beginning Watercolor,NA,5,Very satisfied,Sally was a wonderful instructor. She made us feel at ease and gave helpful one on one feedback.,3,3,5,DulcimerMore Watercolor paintingNature DrawingQuilting TechniquesWild plant identification,NA,Everything was well organized and done.,"Taking a class at The Farms was a relaxing experience. It was nice to schedule some personal time to indulge in making art. The instructor was wonderful, and I came away with a new relaxing hobby!","Allerton's website, Allerton's enewsletter, Allerton's Facebook page",3,White,No,Woman,35-64,Mahomet
234587_0066,234587,B,Beginner Mountain Dulcimer,NA,5,Very satisfied,NA,3,3,5,I would like to see the Beginner Mountain Dulcimer offered again plus an intermediate/advanced Mountain Dulcimer. Maybe offer one in the spring and the other in the fall.,NA,NA,"Lou Ann is a very down to earth lady with a great wealth of knowledge and eager to share and teach others about the Mountain Dulcimer.She goes beyond just instructing you as she keeps you involved with hands on learning.This class is for the beginner with limited or no music theory knowledge, which fit me. I highly recommend Lou Ann and the Mountain Dulcimer lessons.",Other,1,Prefer not to respond,Prefer not to respond,Man,65+,Lincoln
234587_0067,234587,B,Beginner Mountain Dulcimer,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,"Allerton's website, Allerton's enewsletter",2,White,No,Woman,65+,Champaign
234587_0068,234587,B,Wines of the World,NA,5,Very satisfied,NA,3,NA,5,Pottery,NA,"No, thank you","Mike was great! So knowledgeable, but took the time to make all the fancy wine jargon accessible.","Allerton's website, Allerton's enewsletter, Allerton's Facebook page",3,White,No,Woman,35-64,Urbana
234587_0069,234587,B,Wood Carving,NA,5,Very satisfied,NA,3,2,5,Some other art class,NA,Not really,NA,Allerton's website,1,White,No,Man,65+,Savoy
234587_0070,234587,B,Wood Carving,NA,5,Very satisfied,NA,3,2,5,NA,NA,It was a challenging course and I did enjoy the walks around the gardens when taking a break,NA,"Allerton's website, From a friend",2,White,No,Woman,65+,Champaign
234587_0071,234587,B,Beginner Mountain Dulcimer,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,Allerton's Facebook page,1,NA,NA,NA,NA,NA
234587_0072,234587,B,Wood Carving,NA,5,Very satisfied,Facilities were very nice. Instructor Lance was very knowledgable and experienced. Learned a new skill which i hope to continue with.,3,2,5,"Not certain, Additional woodcarving would be good and there are lots of different types that could be explored.",NA,NA,NA,Other,1,Prefer not to respond,Prefer not to respond,Prefer not to respond,65+,Sangamon
234587_0073,234587,B,Soap Making,NA,5,Very satisfied,NA,3,3,5,NA,NA,The Farms is great! Everyone of the staff is wonderful!,NA,"Allerton's website, Allerton's enewsletter, Allerton's Facebook page, U of I's eweek",4,NA,NA,NA,NA,NA
234587_0074,234587,B,Soap Making,NA,5,Very satisfied,NA,3,2,5,NA,NA,NA,NA,"Allerton's website, Allerton's enewsletter",2,White,No,Woman,35-64,Monticello
234587_0075,234587,B,Soap Making,NA,4,Somewhat satisfied,NA,3,3,5,Natural non-toxic Candle makingSourDough BreadWatercolor for BeginnersSoap making (instead of just watching)Silk scarf dying,NA,NA,NA,"Allerton's website, Allerton's enewsletter, Allerton's Facebook page",3,White,No,Woman,65+,Tolono
234587_0076,234587,B,NA,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,"The instructor was terrific. Very informative, well prepared and organized, and easy to follow. I especially liked how relatable she was - I felt like I was hanging out with a friend. And the finished product we took home was delish! I enjoyed her class so much I have signed up for two more she is teaching.","Allerton's website, U of I's eweek",2,NA,NA,NA,NA,NA
234587_0077,234587,B,Soap Making,NA,4,Somewhat satisfied,"I felt like we didn't get a good presentation of the microwave process, it was happening at the same time that we were discussing the formulas and distinctions between the different recipes, and I feel like we missed that portion. I did feel like they covered the Lye measurements very well though.",3,3,4,"I'd like another Soap Making class. I'd be interested in a beginning sketching class, very basic, for real beginners. Same with a watercolor class, very beginner friendly, like someone who really has never done it.",NA,NA,NA,"Allerton's website, Allerton's Facebook page",2,White,No,Woman,35-64,Champaign
234587_0078,234587,B,Soap Making,NA,5,Very satisfied,NA,3,3,5,Canning food and other sustainable and preserving methods for food.,NA,NA,NA,"Allerton's website, Allerton's Facebook page, From a friend",3,Prefer not to respond,No,Woman,35-64,DeWitt
234587_0079,234587,B,Beginning Drawing from Nature,NA,5,Very satisfied,NA,3,2,5,NA,NA,"The required materials listed for the course weren't approved by the instructor. At the first class I learned that we should have had bigger blending tools and other pencils besides a No. 2. It was not a big problem, but it would have been nice to have arrived at the first session with the tools the instructor preferred that we have.",NA,"Allerton's website, Allerton's enewsletter, From a friend",3,NA,NA,NA,NA,Monticello
234587_0080,234587,B,Wines of the World,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,Other,1,White,No,Woman,18-34,NA
234587_0081,234587,B,Wines of the World,NA,5,Very satisfied,Mike and his helpers were great and made for a wonderful and educational evening,3,3,5,"Blacksmithing/Forging, Woodworking, etc. and courses related to animals.",NA,NA,NA,"Allerton's website, Allerton's enewsletter, Allerton's Facebook page",3,White,No,Man,18-34,NA
234587_0082,234587,B,Foraging Walk,NA,5,Very satisfied,NA,3,3,5,Outdoor classes like these and ones related to animals are great! It's wonderful to learn more about the world around us.,NA,NA,It's inspiring to learn more about the world around us!,"Allerton's website, Allerton's enewsletter, Allerton's Facebook page",3,White,No,Man,18-34,NA
234587_0083,234587,B,Foraging Walk,NA,5,Very satisfied,NA,2,3,5,NA,NA,NA,NA,"Allerton's website, Allerton's enewsletter",2,White,No,Woman,35-64,NA
234587_0084,234587,B,Foraging Walk,NA,4,Somewhat satisfied,NA,2,2,4,NA,NA,"Michael Baker is very knowledgeable, I think the class size was a little large for the experience since we were often looking at small things he was finding on the ground and people had ltos of questions. He did a good job of sometimes quizzing us by asking about certain trees or plants, which made it more engaging.",NA,"Allerton's website, Allerton's Facebook page",2,NA,NA,NA,NA,NA
234587_0085,234587,B,Foraging Walk,NA,5,Very satisfied,NA,3,2,5,NA,NA,NA,NA,From a friend,1,White,No,Prefer not to respond,65+,Le Roy
234587_0086,234587,B,Foraging Walk,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,Allerton's enewsletter,1,White,No,Woman,35-64,Champaign
234587_0087,234587,B,Needle Felting,NA,5,Very satisfied,NA,2,3,5,NA,NA,NA,Love the variety of classes offered at The Farms.,Allerton's Facebook page,1,White,No,Woman,65+,Monticello
234587_0088,234587,B,Wet Felting,NA,5,Very satisfied,NA,3,3,5,I really enjoyed a peony painting class a few years back. I don't think it was part of the farm series. The instructor was great at tips on painting.,NA,The bathrooms were accidentally locked. The instructor called and someone came to open them.,NA,Allerton's enewsletter,1,White,No,Woman,35-64,Champaign
234587_0089,234587,B,Mosaic Art,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,"Allerton's website, Allerton's Facebook page",2,White,Yes,Woman,35-64,Champaign
234587_0090,234587,B,Mosaic Art,NA,5,Very satisfied,A slightly later start time would work better with work schedule.,3,3,5,Painting,NA,For the instructor: having a couple of buckets/water access would improve the flow of the class.,NA,"Allerton's website, Allerton's enewsletter, U of I's eweek",3,Prefer not to respond,Prefer not to respond,Prefer not to respond,Prefer not to respond,Champaign
234587_0091,234587,B,Needle Felting,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,Allerton's Facebook page,1,White,No,Woman,35-64,Mahomet
234587_0092,234587,B,Indigo Dyeing,NA,4,Somewhat satisfied,The only reason I'm not more satisfied is because the communication before the event was last minute and I struggled to get the supplies that I needed for the class... it was communicated 3.5 hrs before the event.,2,2,5,NA,NA,It would be nice if the evening classes had an opportunity for a snack or food.,NA,From a friend,1,White,No,Woman,18-34,Monticello
234587_0093,234587,B,Mosaic Art,NA,5,Very satisfied,NA,3,3,5,Glass fusing,NA,NA,NA,Allerton's enewsletter,1,White,No,Woman,35-64,Urbana
234587_0094,234587,B,Indigo Dyeing,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,Allerton's enewsletter,1,White,No,Woman,65+,NA
234587_0095,234587,B,Foraging Walk,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,From a friend,1,White,No,Man,35-64,Sangamon
234587_0096,234587,B,Needle Felting,NA,5,Very satisfied,NA,2,3,5,Loom weaving,NA,NA,NA,Allerton's website,1,White,No,Woman,65+,Bloomington
234587_0097,234587,B,Needle Felting,NA,5,Very satisfied,NA,3,3,5,Cooking class,NA,Wine :),NA,"Allerton's Facebook page, From a friend",2,White,No,Woman,65+,Monticello
234587_0098,234587,B,Barn Quilt Painting,NA,5,Very satisfied,NA,3,3,5,NA,NA,Both classes with Jane have been amazing. The table size in the Auditorium are more conducive to painting.,NA,"From a friend, Other",2,White,No,Man,35-64,Bloomington
234587_0099,234587,B,Barn Quilt Painting,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,Allerton's Facebook page,1,White,No,Woman,65+,Mansfield
234587_0100,234587,B,Barn Quilt Painting,NA,5,Very satisfied,NA,2,3,5,NA,NA,NA,NA,Allerton's enewsletter,1,White,No,Woman,65+,Mahomet
234587_0101,234587,B,Barn Quilt Painting,NA,5,Very satisfied,NA,NA,3,5,NA,NA,NA,NA,Other,1,White,No,Woman,35-64,Urbana
234587_0102,234587,B,Barn Quilt Painting,NA,5,Very satisfied,NA,2,2,5,NA,NA,NA,NA,"Allerton's website, Allerton's Facebook page",2,White,No,Woman,65+,Mahomet
234587_0103,234587,B,Beginning Watercolor,NA,5,Very satisfied,NA,3,3,5,"I'd love to learn more watercolor techniques, as well as basket weaving, and woodworking.",NA,She did great! It was such a fun experience. Maybe different tables next time.,I had a great time learning watercolor techniques from Emily! Now I can remember how beautiful the bluebells are all year long!,Allerton's Facebook page,1,White,No,Woman,18-34,Monticello
234587_0104,234587,B,Knitting,NA,5,Very satisfied,NA,3,3,5,I like the craft classes,NA,NA,NA,Allerton's enewsletter,1,White,No,Woman,35-64,St Joseph
234587_0105,234587,B,Beginning Watercolor,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,"Allerton's enewsletter, Allerton's Facebook page, U of I's eweek",3,White,No,Woman,35-64,Champaign
234587_0106,234587,B,Granny Squares Crochet,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,From a friend,1,White,No,Woman,65+,Bement
234587_0107,234587,B,Granny Squares Crochet,NA,4,Somewhat satisfied,"This wasn't truly a beginner course and the instructor did not have time to help everyone adequately. Maybe class was too big or was marketed wrong as ""beginner"".",3,3,2,IkebanaWeavingBeginning crochet: not Billy Theide,NA,NA,NA,Allerton's Facebook page,1,White,No,Woman,35-64,McLean
234587_0108,234587,B,Mosaic Art,NA,2,Somewhat dissatisfied,"The course was overpriced for what we got- a very small Michael's pot with the mosaic tiles and grout. The instructor was somewhat unprepared, and we nearly ran out of several materials. I would've been very happy with this course if it cost $20, but $80 was too much.",2,2,3,NA,NA,I'd suggest working with instructors to set clearer expectations for pricing.,NA,From a friend,1,White,No,Woman,18-34,Decatur
234587_0109,234587,B,Mosaic Art,NA,5,Very satisfied,NA,2,3,5,"Guitar lessons, additional painting classes in oils, acrylics and watercolors",NA,"Maybe remind people to bring sweater/jacket for studio, it got really cold in that space (AC).",NA,"Allerton's website, Allerton's enewsletter, Allerton's Facebook page",3,White,No,Woman,35-64,Monticello
234587_0110,234587,B,Foraging Walk,NA,5,Very satisfied,NA,3,3,5,"Watercolor, and more about plants and botany",NA,"The entire experience was wonderful, I cannot think of any improvements as the class exceeded expectations as is.",NA,Allerton's website,1,NA,No,NA,18-34,Tolono
234587_0111,234587,B,Foraging Walk,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,"I highly enjoyed 5/11/25's Foraging Walk. Michael was a fantastic, funny, engaging and knowledgeable guide. Can't recommend it enough!",Allerton's website,1,White,No,Man,35-64,Chicago
234587_0112,234587,B,Foraging Walk,NA,5,Very satisfied,The teacher Mike was fantastic. He was very enthusiastic and was really passionate about this.,3,3,5,NA,NA,as a volunteer it would be nice to get a discount for a couple of classes per year,The instructor for the Foraging Walk- Michael Baker- was wonderful. He was so passionate about the plants that he was showing us and really knew his stuff!! He was humorous and very engaging with the group.,Allerton's enewsletter,1,White,No,Woman,65+,Piatt
234587_0113,234587,B,Foraging Walk,NA,5,Very satisfied,"I came to this walk with 5 other members of my family, ranging from age 9 to 83. All of us really enjoyed learning from Michael and asking questions. Michael is clearly knowledgeable and enthusiastic about foraging, AND, very importantly, he is an excellent communicator. We had a great afternoon and will be sampling some of the new edible plants we learned about. For the past day I have been eyeing the milkweed in our front yard in a new way.",3,2,5,NA,NA,NA,NA,U of I's eweek,1,White,No,Man,35-64,Urbana
234587_0114,234587,B,Foraging Walk,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,Allerton's website,1,White,No,Woman,35-64,Champaign
234587_0115,234587,B,Barn Quilt Painting,NA,5,Very satisfied,NA,3,3,5,All the crafts!,NA,NA,NA,"Allerton's website, Allerton's enewsletter, Allerton's Facebook page, U of I's eweek",4,White,No,Woman,35-64,Urbana
234587_0116,234587,B,Barn Quilt Painting,NA,5,Very satisfied,NA,2,3,5,NA,NA,NA,"I had an enjoyable Saturday morning painting a barn quilt to add to my shed. I had thought about buying one, but this was so much more fun!","Allerton's website, Allerton's Facebook page, From a friend",3,White,No,Woman,35-64,Monticello
234587_0117,234587,B,Cyanotype,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,"Allerton's website, Allerton's Facebook page, From a friend, Chambanamoms.com",4,White,No,Woman,35-64,NA
234587_0118,234587,B,Beginning Weaving II,NA,5,Very satisfied,NA,3,3,5,More advanced weaving and water color.,NA,The weaving space needs more room and better storage,"Allerton Park and mansion are a little pice of heaven! The classes offered at the Farms are wonderful experiences for learning, making friends, and relaxing.","Allerton's website, Allerton's enewsletter, Allerton's Facebook page, Radio – WILL 580 AM/90.9 FM",4,White,No,Woman,65+,Urbana
234587_0119,234587,B,Flower Arranging,NA,5,Very satisfied,NA,2,3,5,NA,NA,NA,NA,Allerton's enewsletter,1,White,No,Woman,65+,Mahomet
234587_0120,234587,B,Foraging Walk,NA,2,Somewhat dissatisfied,"It wasnt really a ""hike""or a walk. We went from the cafe to the pond behind the Allerton Mansion. Thats about 200 yards total distance. And we needed 2 hours to walk 200 yards? The term hike or walk shouldnt even be included in the description of the event. It was essentially an outdoor class.",3,2,5,NA,NA,NA,NA,Allerton's website,1,White,No,Man,35-64,Champaign
234587_0121,234587,B,Beginner Mountain Dulcimer,NA,5,Very satisfied,NA,NA,2,5,NA,NA,NA,NA,From a friend,1,White,No,Woman,65+,Urbana
234587_0122,234587,B,Foraging Walk,NA,5,Very satisfied,NA,3,3,5,"I would like to take intermediate and expert level foraging classes eventually, as well as foraging for mushrooms.",NA,"I don't know how possible this is but if Allerton could plant more plants for the purposes of foraging classes, that would help increase the variety of plants the instructor is able to teach about.",What a great class! I highly recommend it to anyone interested in foraging but is unsure where to start.,"U of I's eweek, Other",2,"Asian, White",No,Genderqueer,18-34,Champaign
234587_0123,234587,B,Foraging Walk,NA,5,Very satisfied,I learned so many interesting facts and plant identifiers!,3,3,5,NA,NA,NA,An amazing and eye-opening foraging class at @allertonpark with @edible_illinois! Learned so much about what's safe to snack on and what to steer clear of while exploring the wilds of Illinois. Michael had a great energy and wealth of knowledge. Highlights for me: the fragrant sassafras and beautiful wisteria! 🌿🍃💜,"Allerton's enewsletter, From a friend",2,NA,NA,NA,NA,NA
234587_0124,234587,B,Cheese & Mozzarella Making,NA,4,Somewhat satisfied,NA,2,2,4,NA,NA,NA,NA,Allerton's Facebook page,1,White,No,Man,35-64,NA
234587_0125,234587,B,Cheese & Mozzarella Making,NA,2,Somewhat dissatisfied,NA,2,2,4,NA,NA,"The kitchen isn't a teaching kitchen. It was crowded, people were having to sit on the stairs because there was no where to sit, it was hard to see what was happening over the stove area and we didn't have room to really work on the one prep table with that many people in there. It would be amazing to have a teaching kitchen that would accommodate this type of class and individuals.",NA,"Allerton's enewsletter, Allerton's Facebook page",2,White,No,Woman,35-64,NA
234587_0126,234587,B,Improve Your Improv,NA,5,Very satisfied,NA,3,3,5,Calligraphy,NA,I'm thrilled to have Allerton Farms in our community!,NA,U of I's eweek,1,White,No,Woman,35-64,Piatt
234587_0127,234587,B,Foraging Walk,NA,5,Very satisfied,NA,3,3,5,"Bird identification, tree identification, beginner sewing and crochet, watercolor",NA,Not at this time!,NA,U of I's eweek,1,White,No,Woman,35-64,Savoy
234587_0128,234587,B,Mosaic Art,NA,4,Somewhat satisfied,NA,2,3,5,NA,NA,NA,NA,U of I's eweek,1,White,No,Woman,35-64,Homer
234587_0129,234587,B,Mammals of Illinois,NA,5,Very satisfied,NA,3,3,5,Natural history and environmental sciences,NA,Na,Dr Harry was amazing and super engaging.,"Allerton's website, Allerton's enewsletter, U of I's eweek",3,White,No,Woman,18-34,Champaign
234587_0130,234587,B,Mosaic Art,NA,5,Very satisfied,NA,2,3,5,NA,NA,NA,NA,"Allerton's enewsletter, U of I's eweek",2,White,No,Woman,35-64,Champaign
234587_0131,234587,B,Mosaic Art,NA,4,Somewhat satisfied,NA,2,3,5,NA,NA,I was expecting a larger flower pot after spending $80 for the class. I now understand that a larger pot would have been too time consuming for a 2 1/2 hour class but I think I would have felt better about the project had it not been so costly.,NA,Other,1,White,No,Woman,65+,Champaign
234587_0132,234587,B,Foraging Walk,NA,5,Very satisfied,"Instructor was fabulous -- very informative, engaging, positive attitude",3,2,5,NA,NA,NA,NA,"Allerton's enewsletter, U of I's eweek",2,White,No,Woman,35-64,Urbana
234587_0133,234587,B,The Bee's Knees,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,Allerton's website,1,White,No,Woman,65+,Bloomington
234587_0134,234587,B,Basket Weaving,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,Allerton's Facebook page,1,White,No,Woman,35-64,Champaign
234587_0135,234587,B,Wet Felting,NA,5,Very satisfied,NA,3,3,5,Intermediate Watercolor painting,NA,NA,NA,"Allerton's website, Allerton's Facebook page",2,NA,NA,NA,NA,NA
234587_0136,234587,B,Beginning Watercolor,NA,5,Very satisfied,NA,2,2,5,Intermediate watercolorAcrylic / Oil PaintingDance,NA,NA,NA,Allerton's enewsletter,1,White,No,Woman,35-64,Mahomet
234587_0137,234587,B,Beginning Watercolor,NA,5,Very satisfied,NA,3,3,5,Watercolor holiday cards,NA,Keep up the engagement.,NA,Allerton's website,1,White,No,Woman,35-64,Champaign
234587_0138,234587,B,Beginning Watercolor,NA,5,Very satisfied,NA,3,3,5,"more advanced watercolor classes, as well as writing classes would be of interest to me.",NA,"No, the class and instructor were great! I learned a lot, and I really appreciated the focus on fundamental skills. I also really liked the studio space, it was set up very well for classes.","This was a great class! The instructor was very knowledgable and great at teaching the basics, but also checking in with each student on their individual needs.","Allerton's website, Allerton's enewsletter, Allerton's Facebook page",3,White,No,Woman,35-64,Champaign
234587_0139,234587,B,Beginning Watercolor,NA,5,Very satisfied,NA,3,3,5,Sketching,NA,No everything was great,I feel as if I learned so much about painting with watercolors. How to mix paint to get the needed color was so helpful. I have a lot more to learn.,Allerton's website,1,White,No,Woman,35-64,Danv E
234587_0140,234587,B,Beginning Watercolor,NA,5,Very satisfied,NA,3,3,5,More watercolor and other art classes,NA,NA,NA,"Allerton's website, From a friend",2,White,No,Woman,65+,Mattoon
234587_0141,234587,B,Beginning Watercolor,NA,5,Very satisfied,NA,3,3,5,Watercolor continued,NA,NA,So enjoyable and learned so much. Wasn't ready for it to be over. Deb was a great instructor. She gave us skills that we can practice on our own. I hope they offer another session next year that builds on this!,Other,1,White,No,Woman,65+,Clinton
234587_0142,234587,B,Cheese & Mozzarella Making,NA,5,Very satisfied,NA,3,3,5,More food classes,NA,NA,NA,Allerton's enewsletter,1,White,No,Woman,35-64,Champaign
234587_0143,234587,B,Cheese & Mozzarella Making,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,As typical Allerton brought in an expert to teach this class. Learning is always fun there.,"Allerton's website, Allerton's enewsletter",2,White,No,Man,65+,Sangamon
234587_0144,234587,B,Cheese & Mozzarella Making,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,Allerton's website,1,White,No,Woman,35-64,Champaign
234587_0145,234587,B,Improve Your Improv,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,From a friend,1,White,No,Man,35-64,Champaign
234587_0146,234587,B,Macram Plant Hanger,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,From a friend,1,White,No,Woman,35-64,NA
234587_0147,234587,B,Macram Plant Hanger,NA,5,Very satisfied,NA,3,3,5,"I'm interested in more fabric/texture crafts, as well as outdoor and cooking classes.",NA,I thought everything went really well. I appreciated the email before the class giving me more information and especially the maps of where I'm going.,NA,"Allerton's enewsletter, U of I's eweek",2,White,No,Woman,35-64,Mahomet
234587_0148,234587,B,Cookie Decorating,NA,5,Very satisfied,NA,3,3,5,Music or crocheting,NA,NA,NA,Allerton's Facebook page,1,White,No,Woman,65+,Monticello
234587_0149,234587,B,Sourdough Breadmaking,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,Allerton's enewsletter,1,White,No,Woman,18-34,Champaign
234587_0150,234587,B,Sourdough Breadmaking,NA,5,Very satisfied,Fantastic introduction course.,3,3,5,NA,NA,"In the directions that we sent to me, I would have liked exact details. Ex: where to park, which door to enter, etc. I'm fairly new to Allerton and I was unsure about even which building the course was taking place in.",NA,Allerton's enewsletter,1,White,No,Woman,35-64,NA
234587_0151,234587,B,MELT with Mary,NA,4,Somewhat satisfied,The course description did not indicate that it was a two day course. I would have signed up for the second day had that been made clear.,2,2,5,NA,NA,NA,NA,From a friend,1,White,No,Woman,65+,Normal
234587_0152,234587,B,Needle Felting,NA,5,Very satisfied,NA,3,3,5,I really enjoyed the needle felting. I would love to try it out more with different animals. I also really enjoy the watercolor classes with Emily I took in the past. I want to take the mountain dulcimer class in the future. I would really love it if I could learn about traditional Irish or bluegrass music.,NA,None! It was great!,I really enjoyed learning Needle Felting. I was surprised at how much I learned and enjoyed making my creation!,"Allerton's website, Allerton's Facebook page, U of I's eweek",3,White,No,Woman,18-34,Monticello
234587_0153,234587,B,Needle Felting,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,Other,1,White,No,Woman,35-64,Champaign
234587_0154,234587,B,Needle Felting,NA,5,Very satisfied,NA,3,3,5,I like the different arts and crafts offerings. Other felting classes to make other animals or Christmas ornaments would be fun.,NA,NA,NA,Radio – WILL 580 AM/90.9 FM,1,White,No,Woman,35-64,Champaign
234587_0155,234587,B,MELT with Mary,NA,5,Very satisfied,"Instructor was very welcoming, engaging and entertaining",3,3,5,Ti chi,NA,A larger space for physical activities would be helpful. One note: I happened to have a unique perspective laying right next to the Studio front doors on my yoga mat and there is a noticeable gap under the doors with no weather stripping. A fellow student had told me classes held there in cold weather were freezing so I thought this might help with heating efficiency and costs.,"Wonderful experience. Mary has extensive knowledge of how the muscles and fascia work and her energy is contagious. It was very restorative, as well as fun, to work on the stretches, and include a break to walk around the park and chat with other participants.","Allerton's website, U of I's eweek",2,White,No,Woman,Prefer not to respond,Champaign
234587_0156,234587,B,Eat Your Flowers,NA,5,Very satisfied,NA,3,3,5,More arts and crafts,NA,NA,NA,"Allerton's enewsletter, U of I's eweek",2,White,No,Woman,35-64,Mahomet
234587_0157,234587,B,Eat Your Flowers,NA,5,Very satisfied,NA,3,3,5,Herbal remedies Pasta makingJuicing,NA,"I really enjoyed the class, and think Leah is great, but two suggestions-The kitchen was really HOT. Also, I have a really bad knee and standing for two hours was uncomfortable. Some stools might be nice.",NA,"Allerton's website, Allerton's Facebook page",2,NA,NA,NA,NA,NA
234587_0158,234587,B,Improve Your Improv,NA,5,Very satisfied,NA,3,3,5,Poetry Writing Workshop,NA,NA,The Farms at Allerton is a precious resource in our community!,U of I's eweek,1,White,No,Woman,35-64,Piatt
234587_0159,234587,B,Beginning Embroidery,NA,5,Very satisfied,NA,2,3,5,"beading, clay, further embroidery, weaving",NA,food!,NA,Allerton's website,1,White,Prefer not to respond,Woman,35-64,Homer
234587_0160,234587,B,MELT with Mary,NA,5,Very satisfied,signed up for Aug. class--so much fun--would love a wellness weekend retreat--do you have one planned?,3,3,5,"would love a wellness weekend with variety of stretching, yoga, meld, meditation, etc",NA,love when its an overnight and can stay at property,"The meld class with Mary was fun, functional and taught me new ways to increase flexibility in hands and feet. Terrific class!!","Allerton's website, U of I's eweek, Other",3,White,No,Woman,65+,NA
234587_0161,234587,B,Beginning Embroidery,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,Allerton's Facebook page,1,White,No,Woman,65+,Normal
234587_0162,234587,B,Beginning Embroidery,NA,5,Very satisfied,NA,3,3,5,Paper collage.,NA,None. Billie was an amazing instructor,"Billie was fun, patient and knowledgeable. She was not phased by mistakes but saw them as learning. I loved her enthusiasm.",Allerton's Facebook page,1,White,No,Woman,35-64,Urbana
234587_0163,234587,B,Foraging Walk,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,"Allerton's website, Allerton's enewsletter, Allerton's Facebook page",3,White,No,Woman,35-64,Ivesdale
234587_0164,234587,B,Foraging Walk,NA,5,Very satisfied,NA,3,3,5,NA,NA,"It was odd to be able to sign up for a single class when the class is a series, but I appreciated it financially!",NA,Allerton's Facebook page,1,White,No,Woman,18-34,Urbana
234587_0165,234587,B,Printmaking in Nature,NA,5,Very satisfied,NA,3,3,5,How to draw things…not just people. Botanical sketching would be really fun.,NA,"Have Dally Walsh teach more classes. She is so encouraging and she doesn't waste the students time with history of the craft and lots of peripheral formation. The students want to get right down to work and be able to take something home for all their efforts. The class I took a few weeks ago was very disappointing. No one had anything decent to take home because the instructor took too time showing us her museum quality work, and way too much time re: the history of the craft. Sally W. on the other hand, made everyone feel as though they got their moneys worth AND their times worth. We took home some great work of our own.",NA,Allerton's enewsletter,1,White,No,Woman,65+,Champaign
234587_0166,234587,B,Printmaking in Nature,NA,5,Very satisfied,NA,3,3,5,How to draw things…not just people. Botanical sketching would be really fun.,NA,"Have Dally Walsh teach more classes. She is so encouraging and she doesn't waste the students time with history of the craft and lots of peripheral formation. The students want to get right down to work and be able to take something home for all their efforts. The class I took a few weeks ago was very disappointing. No one had anything decent to take home because the instructor took too time showing us her museum quality work, and way too much time re: the history of the craft. Sally W. on the other hand, made everyone feel as though they got their moneys worth AND their times worth. We took home some great work of our own.",NA,Allerton's enewsletter,1,White,No,Woman,65+,Champaign
234587_0167,234587,B,Condiments,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,NA,Allerton's Facebook page,1,White,No,Woman,35-64,NA
234587_0168,234587,B,Printmaking in Nature,NA,5,Very satisfied,NA,3,3,5,Additional bookbinding courses would be nice.,NA,NA,NA,"Allerton's website, Allerton's enewsletter",2,White,No,Woman,65+,Charleston
234587_0169,234587,B,Printmaking in Nature,NA,5,Very satisfied,NA,3,3,5,Additional bookbinding courses would be nice.,NA,NA,NA,"Allerton's website, Allerton's enewsletter",2,White,No,Woman,65+,Charleston
234587_0170,234587,B,Printmaking in Nature,NA,5,Very satisfied,NA,3,3,5,NA,NA,"I have taken several courses at The Farms. I think they are all fantastic. I do suggest that you add the list of needed materials for each class in the description. Most of my classes have sent instructions on what I need about 6 or seven days before the class. In many cases this is not enough time to collect or find what you need for the class. I highly recommend that you have all that info in the class description, before signing up and paying. Thank you.",NA,Allerton's website,1,NA,NA,NA,65+,NA
